Entry	Identifier	OmekaURL	Entry_Clean_Recon	Wikidata	TextInBrackets	Location_in_index	EntriesID	EntriesIdentifier	SeeAlso	File	Comment	Column 1
Innungen|Kramer-Innung, Leipzig	QGJ.v1.Org.01760	https://undusting.org/jewish_sources/s/jewish_sources/item/18097	Innungen|Kramer-Innung, Leipzig				4116|4117|4166|4167|4176|4180|4227|4228|4229|4230|4231|4260	QGJ.v1.A0196.I0643.E04193|QGJ.v1.A0196.I0643.E04194|QGJ.v1.A0196.I0643.E04243|QGJ.v1.A0196.I0643.E04244|QGJ.v1.A0196.I0643.E04253|QGJ.v1.A0196.I0643.E04257|QGJ.v1.A0196.I0643.E04304|QGJ.v1.A0196.I0643.E04305|QGJ.v1.A0196.I0643.E04306|QGJ.v1.A0196.I0643.E04307|QGJ.v1.A0196.I0643.E04308|QGJ.v1.A0196.I0643.E04337		organizations		- Kramer-Innung, Leipzig 4116,4117,4166,4167,4176, 4180,4227-4231,4260
Innungen|Kramer-Innung, Stralsund (Kramerkompanie)	QGJ.v1.Org.01761	https://undusting.org/jewish_sources/s/jewish_sources/item/18098	Innungen|Kramer-Innung, Stralsund (Kramerkompanie)				947|948|949|950	QGJ.v1.A0033.I0131.E00989|QGJ.v1.A0033.I0131.E00990|QGJ.v1.A0033.I0131.E00991|QGJ.v1.A0033.I0131.E00992		organizations		-Kramer-Innung, Stralsund (Kramerkompanie) 947- 950
Innungen|Kürschner-Innung, Dresden	QGJ.v1.Org.01762	https://undusting.org/jewish_sources/s/jewish_sources/item/18099	Innungen|Kürschner-Innung, Dresden				3780|3781	QGJ.v1.A0185.I0607.E03857|QGJ.v1.A0185.I0607.E03858		organizations		- Kürschner-Innung, Dresden 3780, 3781
Innungen|Kürschner-Innung, Leipzig	QGJ.v1.Org.01763	https://undusting.org/jewish_sources/s/jewish_sources/item/18100	Innungen|Kürschner-Innung, Leipzig				4233	QGJ.v1.A0196.I0643.E04310		organizations		- Kürschner-Innung, Leipzig 4233
Innungen|Kupferschmied-Handwerk, Heldburg	QGJ.v1.Org.01764	https://undusting.org/jewish_sources/s/jewish_sources/item/18101	Innungen|Kupferschmied-Handwerk, Heldburg				6549	QGJ.v1.A0239.I0837.E06630		organizations		- Kupferschmied-Handwerk, Heldburg 6549
Innungen|Lohgerber-Gilde, Schmalkalden	QGJ.v1.Org.01765	https://undusting.org/jewish_sources/s/jewish_sources/item/18102	Innungen|Lohgerber-Gilde, Schmalkalden				7885	QGJ.v1.A0279.I0950.E07979		organizations		- Lohgerber-Gilde, Schmalkalden 7885
Innungen|Lohgerber-Innung, Oschatz	QGJ.v1.Org.01766	https://undusting.org/jewish_sources/s/jewish_sources/item/18103	Innungen|Lohgerber-Innung, Oschatz				4436	QGJ.v1.A0205.I0667.E04513		organizations		- Lohgerber-Innung, Oschatz 4436
Innungen|Metzger- und Lohgerber-Handwerk, Heldburg	QGJ.v1.Org.01767	https://undusting.org/jewish_sources/s/jewish_sources/item/18104	Innungen|Metzger- und Lohgerber-Handwerk, Heldburg				6550|6551	QGJ.v1.A0239.I0837.E06631|QGJ.v1.A0239.I0837.E06632		organizations		- Metzger- und Lohgerber-Handwerk, Heldburg 6550, 6551
Innungen|Perückenmacher- und Friseure-Innung, Dresden	QGJ.v1.Org.01768	https://undusting.org/jewish_sources/s/jewish_sources/item/18105	Innungen|Perückenmacher- und Friseure-Innung, Dresden				3782	QGJ.v1.A0185.I0607.E03859		organizations		- Perückenmacher- und Friseure-Innung, Dresden 3782
Innungen|Schneider-Innung, Dresden	QGJ.v1.Org.01769	https://undusting.org/jewish_sources/s/jewish_sources/item/18106	Innungen|Schneider-Innung, Dresden				3783	QGJ.v1.A0185.I0607.E03860		organizations		- Schneider-Innung, Dresden 3783
Innungen|Schumacher-Innung, Dresden	QGJ.v1.Org.01770	https://undusting.org/jewish_sources/s/jewish_sources/item/18107	Innungen|Schumacher-Innung, Dresden				3772|3773	QGJ.v1.A0185.I0607.E03849|QGJ.v1.A0185.I0607.E03850		organizations		- Schumacher-Innung, Dresden 3772, 3773
Innungen|Töpfer-Innung, Dresden	QGJ.v1.Org.01771	https://undusting.org/jewish_sources/s/jewish_sources/item/18108	Innungen|Töpfer-Innung, Dresden				3774|3784	QGJ.v1.A0185.I0607.E03851|QGJ.v1.A0185.I0607.E03861		organizations		- Töpfer-Innung, Dresden 3774, 3784
Innungen|Tuchhändler-Innung, Leipzig	QGJ.v1.Org.01772	https://undusting.org/jewish_sources/s/jewish_sources/item/18109	Innungen|Tuchhändler-Innung, Leipzig				4271	QGJ.v1.A0196.I0643.E04348		organizations		- Tuchhändler-Innung, Leipzig 4271
Innungen|Tuchmacher-Innung, Dresden	QGJ.v1.Org.01773	https://undusting.org/jewish_sources/s/jewish_sources/item/18110	Innungen|Tuchmacher-Innung, Dresden				3785	QGJ.v1.A0185.I0607.E03862		organizations		- Tuchmacher-Innung, Dresden 3785
Innungen|Tuchmacher-Handwerk, Dreißigacker und Walldorf	QGJ.v1.Org.01774	https://undusting.org/jewish_sources/s/jewish_sources/item/18111	Innungen|Tuchmacher-Handwerk, Dreißigacker und Walldorf				6594|6596	QGJ.v1.A0239.I0838.E06675|QGJ.v1.A0239.I0838.E06677		organizations		- Tuchmacher-Handwerk, Dreißigacker und Walldorf 6594,6596
Innungen|Tuchwerkerzunft, Hildburghausen	QGJ.v1.Org.01775	https://undusting.org/jewish_sources/s/jewish_sources/item/18112	Innungen|Tuchwerkerzunft, Hildburghausen				7437|7438	QGJ.v1.A0259.I0894.E07530|QGJ.v1.A0259.I0894.E07531		organizations		-Tuchwerkerzunft, Hildburghausen 7437,7438
Innungen|Uhrmacher-Innung, Dresden	QGJ.v1.Org.01776	https://undusting.org/jewish_sources/s/jewish_sources/item/18113	Innungen|Uhrmacher-Innung, Dresden				3786|3787|3788	QGJ.v1.A0185.I0607.E03863|QGJ.v1.A0185.I0607.E03864|QGJ.v1.A0185.I0607.E03865		organizations		- Uhrmacher-Innung, Dresden 3786-3788
Insel-Verlag, Leipzig	QGJ.v1.Org.01777	https://undusting.org/jewish_sources/s/jewish_sources/item/18114	Insel-Verlag, Leipzig				8009	QGJ.v1.A0292.I0974.E08103		organizations		Insel-Verlag, Leipzig 8009
Institut für nachbiblisches Judentum	QGJ.v1.Org.01778	https://undusting.org/jewish_sources/s/jewish_sources/item/18115	Institut für nachbiblisches Judentum				1752	QGJ.v1.A0100.I0291.E01806		organizations		Institut für nachbiblisches Judentum 1752
Institut zur Erforschung und Beseitigung des jüdischenEinflusses auf das deutsche kirchliche Leben	QGJ.v1.Org.01779	https://undusting.org/jewish_sources/s/jewish_sources/item/18116	Institut zur Erforschung und Beseitigung des jüdischenEinflusses auf das deutsche kirchliche Leben				1100|1676|4692|4697|5223	QGJ.v1.A0044.I0165.E01142|QGJ.v1.A0089.I0269.E01724|QGJ.v1.A0228.I0725.E04769|QGJ.v1.A0228.I0725.E04774|QGJ.v1.A0235.I0770.E05300		organizations		Institut zur Erforschung und Beseitigung des jüdischenEinflusses auf das deutsche kirchliche Leben 1100, 1676,4692,4697,5223
Institutum Judaicum Berolinense	QGJ.v1.Org.01780	https://undusting.org/jewish_sources/s/jewish_sources/item/18117	Institutum Judaicum Berolinense				2083	QGJ.v1.A0108.I0332.E02137		organizations		Institutum Judaicum Berolinense 2083
Institutum Judaicum Delitzschianum	QGJ.v1.Org.01781	https://undusting.org/jewish_sources/s/jewish_sources/item/18118	Institutum Judaicum Delitzschianum				4708	QGJ.v1.A0230.I0727.E04785		organizations		Institutum Judaicum Delitzschianum 4708
Institutum Judaicum, Halle	QGJ.v1.Org.01782	https://undusting.org/jewish_sources/s/jewish_sources/item/18119	Institutum Judaicum, Halle				2906|2943	QGJ.v1.A0166.I0523.E02973|QGJ.v1.A0169.I0533.E03010		organizations		Institutum Judaicum, Halle 2906,2943
Internationaler Rat der Christen und Juden	QGJ.v1.Org.01783	https://undusting.org/jewish_sources/s/jewish_sources/item/18120	Internationaler Rat der Christen und Juden				107	QGJ.v1.A0005.I0044.E00133		organizations		Internationaler Rat der Christen und Juden 107
Israel (Fa.), Ilmenau	QGJ.v1.Org.01784	https://undusting.org/jewish_sources/s/jewish_sources/item/18121	Israel (Fa.), Ilmenau				7471	QGJ.v1.A0261.I0899.E07564		organizations		Israel (Fa.), Ilmenau 7471
Israelitische Erziehungsanstalt für geistig zurückgebliebeneKinder	QGJ.v1.Org.01785	https://undusting.org/jewish_sources/s/jewish_sources/item/18122	Israelitische Erziehungsanstalt für geistig zurückgebliebeneKinder				1246|1248	QGJ.v1.A0057.I0184.E01294|QGJ.v1.A0057.I0185.E01296		organizations		Israelitische Erziehungsanstalt für geistig zurückgebliebeneKinder 1246,1248
Israelitische Landesgemeinde (Mecklenburg)	QGJ.v1.Org.01786	https://undusting.org/jewish_sources/s/jewish_sources/item/18123	Israelitische Landesgemeinde (Mecklenburg)				162/11|255|440|970	QGJ.v1.A0006.I0053.E00198|QGJ.v1.A0016.I0070.E00297|QGJ.v1.A0025.I0089.E00482|QGJ.v1.A0035.I0140.E01013		organizations		Israelitische Landesgemeinde (Mecklenburg) 162/11, 255,440,970
Israelitische Privatschule (Dr. Carlebach)	QGJ.v1.Org.01787	https://undusting.org/jewish_sources/s/jewish_sources/item/18124	Israelitische Privatschule (Dr. Carlebach)				4301|4302|4343|4344	QGJ.v1.A0196.I0646.E04378|QGJ.v1.A0196.I0646.E04379|QGJ.v1.A0196.I0650.E04420|QGJ.v1.A0196.I0650.E04421		organizations		Israelitische Privatschule (Dr. Carlebach) 4301, 4302, 4343,4344
Israelitische Religionsgemeinde-Stiftung, Dresden	QGJ.v1.Org.01788	https://undusting.org/jewish_sources/s/jewish_sources/item/18125	Israelitische Religionsgemeinde-Stiftung, Dresden				3720	QGJ.v1.A0185.I0599.E03799		organizations		Israelitische Religionsgemeinde-Stiftung, Dresden 3720
Israelitischer Frauenverein	QGJ.v1.Org.01789	https://undusting.org/jewish_sources/s/jewish_sources/item/18126	Israelitischer Frauenverein							organizations		Israelitischer Frauenverein
Israelitischer Frauenverein|Forst	QGJ.v1.Org.01790	https://undusting.org/jewish_sources/s/jewish_sources/item/18127	Israelitischer Frauenverein|Forst				1381	QGJ.v1.A0064.I0200.E01429		organizations		- Forst 1381
Israelitischer Frauenverein|Gera	QGJ.v1.Org.01791	https://undusting.org/jewish_sources/s/jewish_sources/item/18128	Israelitischer Frauenverein|Gera				7360	QGJ.v1.A0255.I0891.E07453		organizations		- Gera 7360
Israelitischer Frauenverein|Leipzig	QGJ.v1.Org.01792	https://undusting.org/jewish_sources/s/jewish_sources/item/18129	Israelitischer Frauenverein|Leipzig				2984/3	QGJ.v1.A0173.I0540.E03057		organizations		-Leipzig 2984/3
Israelitischer Frauenverein|Magdeburg	QGJ.v1.Org.01793	https://undusting.org/jewish_sources/s/jewish_sources/item/18130	Israelitischer Frauenverein|Magdeburg				2482	QGJ.v1.A0140.I0408.E02549		organizations		- Magdeburg 2482
Israelitischer Frauenverein|Plauen	QGJ.v1.Org.01794	https://undusting.org/jewish_sources/s/jewish_sources/item/18131	Israelitischer Frauenverein|Plauen				4456|4487	QGJ.v1.A0207.I0669.E04533|QGJ.v1.A0207.I0673.E04564		organizations		- Plauen 4456, 4487
Israelitischer Frauenverein|Stadtlengsfeld	QGJ.v1.Org.01795	https://undusting.org/jewish_sources/s/jewish_sources/item/18132	Israelitischer Frauenverein|Stadtlengsfeld				5163	QGJ.v1.A0235.I0762.E05240		organizations		- Stadtlengsfeld 5163
Israelitischer Handwerkerverein, Schwerin	QGJ.v1.Org.01796	https://undusting.org/jewish_sources/s/jewish_sources/item/18133	Israelitischer Handwerkerverein, Schwerin				162/5	QGJ.v1.A0006.I0053.E00192		organizations		Israelitischer Handwerkerverein, Schwerin 162/5
Israelitischer Oberrat (Mecklenburg)	QGJ.v1.Org.01797	https://undusting.org/jewish_sources/s/jewish_sources/item/18134	Israelitischer Oberrat (Mecklenburg)				162/1|162/2|162/3|162/8|162/10|162/11	QGJ.v1.A0006.I0053.E00188|QGJ.v1.A0006.I0053.E00189|QGJ.v1.A0006.I0053.E00190|QGJ.v1.A0006.I0053.E00195|QGJ.v1.A0006.I0053.E00197|QGJ.v1.A0006.I0053.E00198		organizations		Israelitischer Oberrat (Mecklenburg) 162/1-3, 162/8, 162/10,162/11
"Israelitischer Verein „Agidas Achin"", Meuselwitz"	QGJ.v1.Org.01798	https://undusting.org/jewish_sources/s/jewish_sources/item/18135	"Israelitischer Verein „Agidas Achin"", Meuselwitz"				7528	QGJ.v1.A0268.I0915.E07621		organizations		"Israelitischer Verein „Agidas Achin"", Meuselwitz 7528"
Israelitischer Witwen- und Waisen-Unterstützungsverein, Magdeburg	QGJ.v1.Org.01799	https://undusting.org/jewish_sources/s/jewish_sources/item/18136	Israelitischer Witwen- und Waisen-Unterstützungsverein, Magdeburg				2484	QGJ.v1.A0140.I0408.E02551		organizations		Israelitischer Witwen- und Waisen-Unterstützungsverein, Magdeburg 2484
Israelitisches Kinderheim, Köln	QGJ.v1.Org.01800	https://undusting.org/jewish_sources/s/jewish_sources/item/18137	Israelitisches Kinderheim, Köln				2001	QGJ.v1.A0107.I0327.E02055		organizations		Israelitisches Kinderheim, Köln 2001
Israelitisches Krankenhaus, Leipzig	QGJ.v1.Org.01801	https://undusting.org/jewish_sources/s/jewish_sources/item/18138	Israelitisches Krankenhaus, Leipzig				4303	QGJ.v1.A0196.I0647.E04380		organizations		Israelitisches Krankenhaus, Leipzig 4303
Louis Jacobi Nachf., Salzwedel	QGJ.v1.Org.01802	https://undusting.org/jewish_sources/s/jewish_sources/item/18139	Louis Jacobi Nachf., Salzwedel				2668	QGJ.v1.A0150.I0449.E02735		organizations		Louis Jacobi Nachf., Salzwedel 2668
Jerusalemverein	QGJ.v1.Org.01803	https://undusting.org/jewish_sources/s/jewish_sources/item/18140	Jerusalemverein				1682|1685	QGJ.v1.A0089.I0275.E01733|QGJ.v1.A0089.I0272.E01727		organizations		Jerusalemverein 1682,1685
Jewish Fund for Soviet Russia	QGJ.v1.Org.01804	https://undusting.org/jewish_sources/s/jewish_sources/item/18141	Jewish Fund for Soviet Russia				1966|1991	QGJ.v1.A0107.I0327.E02020|QGJ.v1.A0107.I0327.E02045		organizations		Jewish Fund for Soviet Russia 1966, 1991
Jüdischer WeltkongreßE. Joelsohn Jüdische Kinderspiele und Bücher, Hamburg	QGJ.v1.Org.01805	https://undusting.org/jewish_sources/s/jewish_sources/item/18142	Jüdischer WeltkongreßE. Joelsohn Jüdische Kinderspiele und Bücher, Hamburg				2984/5	QGJ.v1.A0173.I0540.E03059	Jewish World Congress	organizations		Jüdischer WeltkongreßE. Joelsohn Jüdische Kinderspiele und Bücher, Hamburg 2984/5
Johanniterorden Bailei Brandenburg	QGJ.v1.Org.01806	https://undusting.org/jewish_sources/s/jewish_sources/item/18143	Johanniterorden Bailei Brandenburg				1115/7	QGJ.v1.A0051.I0172.E01163		organizations		Johanniterorden Bailei Brandenburg 1115/7
Joint Committee for Soviet Aid	QGJ.v1.Org.01807	https://undusting.org/jewish_sources/s/jewish_sources/item/18144	Joint Committee for Soviet Aid				1993	QGJ.v1.A0107.I0327.E02047		organizations		Joint Committee for Soviet Aid 1993
Jüdische Brautkasse (Landrabbinat Stadtlengsfeld und Eisenach)	QGJ.v1.Org.01808	https://undusting.org/jewish_sources/s/jewish_sources/item/18145	Jüdische Brautkasse (Landrabbinat Stadtlengsfeld und Eisenach)				5080	QGJ.v1.A0235.I0762.E05157		organizations		Jüdische Brautkasse (Landrabbinat Stadtlengsfeld und Eisenach) 5080
Jüdische Jugendherberge, Plauen	QGJ.v1.Org.01809	https://undusting.org/jewish_sources/s/jewish_sources/item/18146	Jüdische Jugendherberge, Plauen				4455	QGJ.v1.A0207.I0669.E04532		organizations		Jüdische Jugendherberge, Plauen 4455
Jüdische Landarbeit GmbH Berlin, Groß Gaglow	QGJ.v1.Org.01810	https://undusting.org/jewish_sources/s/jewish_sources/item/18147	Jüdische Landarbeit GmbH Berlin, Groß Gaglow				1307|1308	QGJ.v1.A0059.I0194.E01355|QGJ.v1.A0059.I0194.E01356		organizations		Jüdische Landarbeit GmbH Berlin, Groß Gaglow 1307, 1308
Jüdische Landesgemeinde Mecklenburg (-Vorpommern)	QGJ.v1.Org.01811	https://undusting.org/jewish_sources/s/jewish_sources/item/18148	Jüdische Landesgemeinde Mecklenburg (-Vorpommern)				998|1007|1017	QGJ.v1.A0040.I0151.E01040|QGJ.v1.A0040.I0151.E01049|QGJ.v1.A0040.I0151.E01059		organizations		Jüdische Landesgemeinde Mecklenburg (-Vorpommern) 998,1007, 1017
Jüdische Reformgemeinde, Berlin	QGJ.v1.Org.01812	https://undusting.org/jewish_sources/s/jewish_sources/item/18149	Jüdische Reformgemeinde, Berlin				2083	QGJ.v1.A0108.I0332.E02137		organizations		Jüdische Reformgemeinde, Berlin 2083
Jüdischer Ehrenfriedhof Tröbitz	QGJ.v1.Org.01813	https://undusting.org/jewish_sources/s/jewish_sources/item/18150	Jüdischer Ehrenfriedhof Tröbitz				1364|1365	QGJ.v1.A0064.I0200.E01412|QGJ.v1.A0064.I0200.E01413		organizations		Jüdischer Ehrenfriedhof Tröbitz 1364, 1365
Jüdischer Frauenbund	QGJ.v1.Org.01814	https://undusting.org/jewish_sources/s/jewish_sources/item/18151	Jüdischer Frauenbund				94/3|1908|2002	QGJ.v1.A0003.I0043.E00118|QGJ.v1.A0103.I0316.E01962|QGJ.v1.A0107.I0327.E02056		organizations		Jüdischer Frauenbund 94/3,1908,2002
Jüdischer Frauenverein	QGJ.v1.Org.01815	https://undusting.org/jewish_sources/s/jewish_sources/item/18152	Jüdischer Frauenverein				162/5|7799	QGJ.v1.A0006.I0053.E00192|QGJ.v1.A0273.I0926.E07893		organizations		Jüdischer Frauenverein 162/5, 7799
Jüdischer Jugendbund	QGJ.v1.Org.01816	https://undusting.org/jewish_sources/s/jewish_sources/item/18153	Jüdischer Jugendbund				1379|4487|7043	QGJ.v1.A0064.I0200.E01427|QGJ.v1.A0207.I0673.E04564|QGJ.v1.A0239.I0856.E07124		organizations		Jüdischer Jugendbund 1379, 4487, 7043
Jüdischer Kegelklub der Geselligkeit (KdG)	QGJ.v1.Org.01817	https://undusting.org/jewish_sources/s/jewish_sources/item/18154	Jüdischer Kegelklub der Geselligkeit (KdG)				1384	QGJ.v1.A0064.I0200.E01432		organizations		Jüdischer Kegelklub der Geselligkeit (KdG) 1384
Jüdischer Kulturbund in Deutschland	QGJ.v1.Org.01818	https://undusting.org/jewish_sources/s/jewish_sources/item/18155	Jüdischer Kulturbund in Deutschland				1900|1908|1909|2984/3|3200|4537|4539	QGJ.v1.A0103.I0316.E01954|QGJ.v1.A0103.I0316.E01962|QGJ.v1.A0103.I0316.E01963|QGJ.v1.A0173.I0540.E03057|QGJ.v1.A0183.I0583.E03277|QGJ.v1.A0211.I0689.E04614|QGJ.v1.A0211.I0690.E04616		organizations		Jüdischer Kulturbund in Deutschland 1900,1908,1909, 2984/3,3200,4537,4539
Jüdischer Literaturverein, Stadtlengsfeld	QGJ.v1.Org.01819	https://undusting.org/jewish_sources/s/jewish_sources/item/18156	Jüdischer Literaturverein, Stadtlengsfeld				5167	QGJ.v1.A0235.I0762.E05244		organizations		Jüdischer Literaturverein, Stadtlengsfeld 5167
Jüdischer Studentenverein, Halle	QGJ.v1.Org.01820	https://undusting.org/jewish_sources/s/jewish_sources/item/18157	Jüdischer Studentenverein, Halle				2908|2909	QGJ.v1.A0166.I0523.E02975|QGJ.v1.A0166.I0523.E02976		organizations		Jüdischer Studentenverein, Halle 2908, 2909
Jüdischer Studentinnenverein an der Universität Berlin	QGJ.v1.Org.01821	https://undusting.org/jewish_sources/s/jewish_sources/item/18158	Jüdischer Studentinnenverein an der Universität Berlin				1776	QGJ.v1.A0100.I0293.E01830		organizations		Jüdischer Studentinnenverein an der Universität Berlin 1776
Jüdischer Turnverein, Halberstadt	QGJ.v1.Org.01822	https://undusting.org/jewish_sources/s/jewish_sources/item/18159	Jüdischer Turnverein, Halberstadt				2357	QGJ.v1.A0131.I0388.E02426		organizations		Jüdischer Turnverein, Halberstadt 2357
"Jüdischer Turn- und Sportverein „Bar Kochba"""	QGJ.v1.Org.01823	https://undusting.org/jewish_sources/s/jewish_sources/item/18160	"Jüdischer Turn- und Sportverein „Bar Kochba"""				2845|3116	QGJ.v1.A0159.I0482.E02910|QGJ.v1.A0183.I0575.E03193		organizations		"Jüdischer Turn- und Sportverein „Bar Kochba"" 2845, 3116"
Jüdischer Umschulungsbetrieb Havelberg	QGJ.v1.Org.01824	https://undusting.org/jewish_sources/s/jewish_sources/item/18161	Jüdischer Umschulungsbetrieb Havelberg				2432	QGJ.v1.A0134.I0397.E02499		organizations		Jüdischer Umschulungsbetrieb Havelberg 2432
"Jüdischer Verein „Chevrah Gemilluth Chesed"", Mühlhausen"	QGJ.v1.Org.01825	https://undusting.org/jewish_sources/s/jewish_sources/item/18162	"Jüdischer Verein „Chevrah Gemilluth Chesed"", Mühlhausen"				7694	QGJ.v1.A0269.I0918.E07787		organizations		"Jüdischer Verein „Chevrah Gemilluth Chesed"", Mühlhausen 7694"
Jüdischer Weltkongreß	QGJ.v1.Org.01826	https://undusting.org/jewish_sources/s/jewish_sources/item/18163	Jüdischer Weltkongreß				9|20|26|27|29|36|39|41|80|109|114|115|135|143|145	QGJ.v1.A0003.I0029.E00031|QGJ.v1.A0003.I0031.E00042|QGJ.v1.A0003.I0033.E00048|QGJ.v1.A0003.I0033.E00049|QGJ.v1.A0003.I0033.E00051|QGJ.v1.A0003.I0034.E00057|QGJ.v1.A0003.I0035.E00061|QGJ.v1.A0003.I0035.E00063|QGJ.v1.A0003.I0041.E00102|QGJ.v1.A0005.I0044.E00135|QGJ.v1.A0005.I0044.E00140|QGJ.v1.A0005.I0044.E00141|QGJ.v1.A0005.I0044.E00161|QGJ.v1.A0005.I0044.E00169|QGJ.v1.A0005.I0045.E00171		organizations		Jüdischer Weltkongreß 9, 20,26,27, 29, 36, 39, 41, 80, 109,114,115,135,143,145
Jüdisches Historisches Institut, Warschau	QGJ.v1.Org.01827	https://undusting.org/jewish_sources/s/jewish_sources/item/18164	Jüdisches Historisches Institut, Warschau				1742/1	QGJ.v1.A0094.I0287.E01790		organizations		Jüdisches Historisches Institut, Warschau 1742/1
Jüdisches Winterhilfswerk	QGJ.v1.Org.01828	https://undusting.org/jewish_sources/s/jewish_sources/item/18165	Jüdisches Winterhilfswerk				1636|2896|4461	QGJ.v1.A0085.I0256.E01684|QGJ.v1.A0164.I0517.E02963|QGJ.v1.A0207.I0669.E04538		organizations		Jüdisches Winterhilfswerk 1636,2896,4461
"Jugendverein „Philipp Heidenheim"", Sondershausen"	QGJ.v1.Org.01829	https://undusting.org/jewish_sources/s/jewish_sources/item/18166	"Jugendverein „Philipp Heidenheim"", Sondershausen"				7895	QGJ.v1.A0281.I0952.E07989		organizations		"Jugendverein „Philipp Heidenheim"", Sondershausen 7895"
"Jung-jüdischer Wanderbund „Aguda"", Plauen"	QGJ.v1.Org.01830	https://undusting.org/jewish_sources/s/jewish_sources/item/18167	"Jung-jüdischer Wanderbund „Aguda"", Plauen"				4487	QGJ.v1.A0207.I0673.E04564		organizations		"Jung-jüdischer Wanderbund „Aguda"", Plauen 4487"
Junkerswerke	QGJ.v1.Org.01831	https://undusting.org/jewish_sources/s/jewish_sources/item/18168	Junkerswerke				2129/4	QGJ.v1.A0109.I0338.E02196		organizations		Junkerswerke 2129/4
Karstadt, Zehdenick	QGJ.v1.Org.01832	https://undusting.org/jewish_sources/s/jewish_sources/item/18169	Karstadt, Zehdenick				1533	QGJ.v1.A0070.I0226.E01583		organizations		Karstadt, Zehdenick 1533
"Kartell-Convent der Verbindung deutscher Studenten jüdischen Glaubens - Stammtisch „Hansea"""	QGJ.v1.Org.01833	https://undusting.org/jewish_sources/s/jewish_sources/item/18170	"Kartell-Convent der Verbindung deutscher Studenten jüdischen Glaubens - Stammtisch „Hansea"""				1052	QGJ.v1.A0042.I0161.E01094		organizations		"Kartell-Convent der Verbindung deutscher Studenten jüdischen Glaubens - Stammtisch „Hansea"" 1052"
Kassenärztliche Vereinigung Deutschlands, LandesstelleThüringen	QGJ.v1.Org.01834	https://undusting.org/jewish_sources/s/jewish_sources/item/18171	Kassenärztliche Vereinigung Deutschlands, LandesstelleThüringen				5371|5372	QGJ.v1.A0235.I0798.E05448|QGJ.v1.A0235.I0798.E05449		organizations		Kassenärztliche Vereinigung Deutschlands, LandesstelleThüringen 5371,5372
